title,text,subject,date,reliable
U.S. voting commission vice chair urged new voting restrictions,"WASHINGTON (Reuters) - The vice chairman of a voter fraud panel set up by U.S. President Donald Trump began soon after the election to draft legislative changes that would allow states to require voters to prove their citizenship when registering, court records show. Kansas Secretary of State Kris Kobach, who has been on the panel since its creation in May, exchanged emails on the matter with Trump’s transition team the day after the November presidential election, according to records unsealed by a federal judge on Thursday. Kobach, who like Trump is a Republican, was ordered to release the records as part of a legal challenge that has enjoined a state law that required Kansans to provide proof of citizenship when registering to vote. The records showed that by the day after the election, Kobach had already started drafting legislative changes that would permit all states to impose proof-of-citizenship requirements by amending the National Voter Registration Act, which lets Americans register to vote when they apply for driver’s licenses. The records shed light on a photograph taken several days after the election that showed Kobach, then a contender for a Cabinet post, standing with Trump and holding a document partially obscured by his arm and titled “Department of Homeland Security Kobach Strategic Plan for first 365 days.” Kobach fought the public release of the documents, which included a heavily redacted version of the document in the photograph, for months in federal court.    He and his spokeswoman did not immediately respond to requests for comment. Any changes to the National Voter Registration Act, or “motor-voter law,” require congressional approval. Civil rights groups said they fear Kobach is using the Trump voting panel to drum up fake proof of widespread non-citizen voter fraud to persuade Congress to change the law. Trump has said without evidence that there was widespread voter fraud in the November election. Most state election officials and election law experts say U.S. voter fraud is rare. Requiring people to show birth certificates or other proof-of-citizenship when registering would be overly burdensome and would discourage young people, such as college students, said Dale Ho, director of the voting project at the American Civil Liberties Union. The ACLU sued Kobach over the Kansas law, which it said blocked more than 35,000 people, nearly 14 percent of new registered voters, from voting over two years.",politicsNews,"October 6, 2017",1
Pennsylvania mayors charged in pay-to-play corruption case,"PHILADELPHIA (Reuters) - The mayor of Allentown, the third largest city in Pennsylvania, is among the latest officials charged in a long-running federal corruption investigation, according to indictments unsealed on Wednesday. Edwin Pawlowski, a Democrat who is running for a fourth term, was one of five people accused of bribery, extortion, wire fraud and other charges in two indictments that included a total of 73 counts. Seven others have already pleaded guilty in the probe. Wednesday’s new defendants include Vaughn Spencer, 70, a Democrat who previously served as the first black mayor of Reading, Pennsylvania. “Pawlowski and Spencer essentially put a ‘for sale’ sign on City Hall and sold out to the highest bidder,” said Louis Lappen, the acting U.S. attorney in Philadelphia, at a news conference on Wednesday. At his own news conference, Pawlowski called that accusation “fiction” and vowed to keep running for reelection. “I want to make it clear to everyone: I have done nothing wrong, nor have I ever accepted a dime beyond my salary,” he said. “In no way, shape or form was City Hall ever up for sale.” Pawlowski, who has also run unsuccessfully for governor and U.S. Senate, is accused of accepting more than $150,000 in contributions to his various campaigns from vendors with the understanding they would receive city contracts in exchange. The mayor sought to cover up the scheme by deleting emails, instructing his campaign aides to do the same and sweeping his office for listening devices installed by law enforcement, the indictment said. Spencer, meanwhile, was charged with a similar scheme in which he allegedly directed a contract to a donor’s engineering firm. He is also accused of agreeing to bribe the city council president in exchange for repealing campaign finance limits.  A lawyer for Spencer, Geoffrey Johnson, said he “intends to vigorously defend against these charges” but declined to comment further, saying he was still reviewing the indictment. The separate schemes outlined in the two indictments included some of the same players. James Hickey, a business consultant, was named in both indictments, while Michael Fleck, who previously pleaded guilty, served as campaign manager for both mayors. A lawyer for Hickey did not immediately respond to a request for comment. Charges against Pawlowski had been expected. Earlier this year, Allentown’s former managing director pleaded guilty as part of the investigation and implicated Pawlowski in a $3 million bid-rigging scheme to benefit a campaign donor.",politicsNews,"July 26, 2017",1
WHAT HAPPENED To Missing $600 High-Powered Rifle That Mass Killer Bought Hours Before He Arrived In Las Vegas?,"Many are wondering if the Las Vegas mass killer acted alone. In a video that was taken by cab driver Cori Langdon as she entered the Mandalay Bay Casino on what she thought was a routine drive, there appears to be evidence of gunshots coming from more than one direction during the worst mass shooting in US history. (Watch the video HERE) Today, a picture of a receipt was posted on Facebook by Tony Hernandez Armenta who claims he delivered room service to the killer at the Mandalay Bay Casino. The receipt clearly shows the server was delivering food for 2 guests. Las Vegas Sheriff Lombardo also suggested that the killer was  radicalized  and that they are looking into the source of his radicalization. Is it possible the killer s girlfriend, who is originally from Indonesia, with the highest Muslim population in the world had something to do with the planning of the massacre?  Where is the woman who was identified as being  Hispanic  that yelled,  You re all going to f*cking die today!  from the front row of the concert to all of the fans, just prior to the start of the? concertNow, this A gun store owner has stepped forward to identify a very expensive gun that was purchased from his store just hours before the killer arrived in Vegas. The gun was not found by the police in his hotel suite. Where is the gun now? Did someone else use the gun?Daily Mail   Mass killer Stephen Paddock bought a high-powered hunting rifle just hours before he arrived in Las Vegas on his mission of death, DailyMail.com can reveal.Mass killer Stephen Paddock bought a high-powered hunting rifle just hours before he arrived in Las Vegas on his mission of death, DailyMail.com can reveal.But bizarrely the rifle wasn t one of the 23 weapon haul found by police in his sniper s nest hotel suite.Paddock paid $600 for a Ruger American .308 bolt-action rifle with an 18-inch barrel and four round capacity from Guns & Guitars in his hometown of Mesquite.He then calmly drove 80 miles to check in at the Mandalay Bay hotel on the Vegas Strip from where he rained bullets down on the Route 91 Harvest music festival killing 59 people and injuring a further 537.A gunsmith at the store revealed Paddock was  calm and normal  when he bought the weapon at around 3pm on September 28. The worker, who goes by the name Skipper Speece, said it took around 20 minutes for the store to carry out vetting procedures and Paddock passed with flying colors   raising no alarm bells.He then left the shop with the weapon but it s unclear what happened next.",politics,"Oct 4, 2017",0
U.S. pressed Saudis to ease Yemen blockade: sources,"WASHINGTON (Reuters) - U.S. Secretary of State Rex Tillerson asked Saudi Arabia to ease its blockade of Yemen, two sources said, just days before the Saudi-led military coalition announced on Wednesday it would let aid flow through the Yemeni port of Hodeidah and allow U.N. flights to the capital.  It was not clear if pressure from Washington was the direct cause of the Saudi change of heart but the request from Tillerson to Saudi Arabia s crown prince, Mohammed bin Salman, was one of several U.S. attempts this month to have Riyadh soften its hawkish foreign policy.  Tillerson asked for a loosening of the blockade on Yemen during a roughly 45-minute phone call at the beginning of this week, according to a source familiar with the matter who spoke on condition of anonymity. R.C. Hammond, a top adviser to Tillerson, confirmed the exchange with Prince Mohammed. The secretary of state  has brought the request to (the) Saudis  attention several times over the past months,  he added.      The Trump administration, according to U.S. officials and a European diplomat, also pressed the Saudis to allow Lebanese Prime Minister Saad al-Hariri to return to Beirut after he flew to Riyadh on Nov.4 and abruptly announced his resignation. The efforts to take the edge off Saudi Arabia s foreign policy reflect growing U.S. concern about Riyadh s direction despite high-profile attempts by President Donald Trump to improve relations with the longtime U.S. ally.              Publicly, Trump, his top aides and senior Saudi officials have hailed what they say is a major improvement in U.S.-Saudi ties compared with relations under former President Barack Obama, who upset the Saudis by sealing a nuclear deal with their arch-foe Iran. Privately, however, U.S. diplomats and intelligence analysts   express growing dismay over Riyadh s foreign policy, especially toward Yemen and Lebanon, as Saudi Arabia aims to contain Iranian influence.      It is my understanding that the administration is frustrated. There has been of course varying degrees of frustration from different members of the administration,  U.S. Senator Todd Young said of the situation in Yemen.  Young, a Republican member of the Senate Foreign Relations Committee, spoke before the Saudi-led military coalition s decision was announced on Wednesday.         The coalition, which is fighting Houthi rebels, said it would allow humanitarian aid access through Hodeidah and U. N. flights to the capital Sanaa, more than two weeks after blockading the country to stop the flow of arms from Iran. Yemen, in civil war and under bombardment by a Saudi-led coalition, faces a deep humanitarian crisis and aid workers warn of famine if the blockade were not lifted.                   A senior Saudi official told Reuters that even before Tillerson and Prince Mohammed spoke recently, senior White House officials had communicated to the Saudi ambassador in Washington the importance of taking those two steps.  They stressed the importance of addressing the humanitarian situation in Yemen and we said that we understood and that the closures were temporary while we work on a comprehensive aid and access plan,  the official said. An administration official, speaking on condition of anonymity, confirmed that White House and National Security Council officials worked on easing the blockade with senior Saudi officials, including Prince Mohammed and his younger brother Khalid, the Saudi ambassador to the United States.    Much of the U.S.-Saudi relationship, multiple U.S. officials say, is conducted in a tight circle and led by Trump s son-in-law and senior adviser, Jared Kushner, who has established a direct channel with Prince Mohammed. Kushner  did not oppose  the pressure on the Saudis and United Arab Emirates to ease humanitarian suffering in Yemen, said one U.S. official. But the official added:  In no way does this change the position that Jared and the Crown Prince evidently share that the main objective is reversing Iranian influence in Yemen and elsewhere.         On Lebanon, the U.S. message to Saudi Arabia about Hariri was conveyed in statements by Tillerson and in private conversations between U.S. and Saudi officials. Those officials included the Saudi state minister for Gulf affairs, Thamer al-Sabhan, who was in Washington recently, a senior administration official said.  We ve encouraged...the Saudis that it will be good for Lebanon s political stability for Hariri to return back to Beirut as soon as is practical,  the official said last week.     Hariri has since returned to Lebanon and shelved his decision to resign as prime minister, easing a crisis that had deepened tensions in the Middle East. Top Lebanese officials have said Saudi Arabia forced Hariri to quit and held him in the kingdom. Riyadh and Hariri deny this.",worldnews,"November 22, 2017",1
"MSNBC’s CHRIS MATTHEWS Compares Ivanka Trump, Jared Kushner To Saddam Hussein’s Murderous, Rapist Sons…”Couldn’t Have Eye Contact With Them Without Getting Killed” [VIDEO]","To say the leftists in the media are completely unhinged would be an understatement During his latest segment, MSNBC s unhinged Chris Matthews compares Ivanka Trump and her husband Jared Kushner, two of President Trump s most trusted confidants, to the murderous, kidnapping, rapist, thug sons of deceased Iraqi leader Saddam Hussein.While discussing Ivanka and Jared Kushner with Politico reporter Annie Karnie, Matthews expresses his concern over the (clearly dangerous and threatening <sarcasm>):  Uday and Qusay working for Saddam Hussein, you couldn t go to restaurant and have eye contact with one of those guys without getting killed. These people are really powerful. Imagine getting into a fight in the office with Jared or Ivanka. They have enormous power and they re always gonna be there. Watch:",politics,"Mar 28, 2017",0
Trump Just Offered To Testify Under Oath And It’s Gonna Be HILARIOUS (VIDEO),"After James Comey called him a liar five times on Thursday, Donald Trump has been obsessing over the former FBI Director s damning testimony. It s driving him insane   so insane that he has deigned it appropriate to cave to pressure to testify. Under oath. Where lies become crimes. It s like f*cking Christmas.In the aftermath of Comey s testimony, The Donald attempted to demonize the former director, complaining that he is a  LEAKER  because he passed on his not the least bit classified thoughts on his meeting with Trump.Despite so many false statements and lies, total and complete vindication and WOW, Comey is a leaker!  Donald J. Trump (@realDonaldTrump) June 9, 2017Many have been challenging Trump to testify lately   and now the orange occupant of the Oval Office says he s going to do just that. The Hill reports: One hundred percent,  Trump said when asked if he would give a sworn statement to Robert Mueller, the special counsel leading the investigation into Russia s election interference. I would be glad to tell him exactly what I told you,  the president said during a press conference in the White House Rose Garden. Yesterday showed no collusion, no obstruction,  Trump said, ignoring that Comey said nothing to dispute collusion or obstruction. He refused to comment in an open setting.  But we were very, very happy and, frankly, James Comey confirmed a lot of what I said. And some of the things that he said just weren t true. Yes, according to The Donald, Comey   a liar    confirmed  many of the things he has said, even though he s a lying liar whose pants are on fire.Though he originally threatened to release tapes of his conversations with Comey, The Donald now says they may not exist, telling reporters that you will be very disappointed when you hear the answer.  But, of course, the threat lives on:James Comey better hope that there are no ""tapes"" of our conversations before he starts leaking to the press!  Donald J. Trump (@realDonaldTrump) May 12, 2017Comey s response during his testimony was  Lordy, I hope there are tapes,  so we can safely assume Trump s new statement means that he destroyed any recordings he made.Watch below:Pres. Trump would  100%  be willing to say under oath that he didn t ask Comey to let Flynn investigation ""go""; didn't say  I need loyalty."" pic.twitter.com/TayObtkChX  ABC News Politics (@ABCPolitics) June 9, 2017Featured image via Getty Images",News,"June 9, 2017",0
Islamic State claims attack on Damascus police center,"BEIRUT (Reuters) - Islamic State claimed responsibility on Wednesday for an attack on the police headquarters in central Damascus, the second such attack this month. A statement on an Islamic State channel on the Telegram messaging service said three fighters carrying explosive belts and machine guns had attacked the police center.",worldnews,"October 11, 2017",1
"Deutsche Bank asks for more time for U.S. query on Trump, Russia: source","FRANKFURT (Reuters) - Germany’s largest bank has asked for more time to respond to a request from Democrats on a U.S. House of Representatives panel for details about U.S. President Donald Trump’s possible ties to Russia, a person familiar with the matter said on Monday. Deutsche Bank’s (DBKGn.DE) external counsel sent a letter dated Friday June 2 to the Democrats saying it needed additional time, the source told Reuters. The person spoke on condition of anonymity and declined to specify how much more time the bank’s counsel needed.  Several Democrats on the U.S. House Financial Services Committee sent a letter last month to John Cryan, chief executive officer of Deutsche Bank, seeking details that might show if Trump’s loans for his real estate business were backed by the Russian government. The letter asked for details of internal reviews of Trump’s transactions and gave the German bank until Friday to respond.  Deutsche Bank has declined to comment about any business dealings with Trump. The Republican president is mired in controversy over FBI and congressional probes into alleged Russian meddling in the 2016 U.S. presidential election and potential collusion between Moscow and the Trump campaign. Moscow has denied the allegations, and Trump has denied any collusion. Maxine Waters, Democrat representative for California and a member of the committee, was one of the original letter’s five signatories. She confirmed through a staff member on Monday that Deutsche did not provide “substantive responses to our requests”. “Congress remains in the dark on whether loans Deutsche Bank made to President Trump were guaranteed by the Russian government, or were in any way connected to Russia,” the Democrats wrote in their request to Deutsche Bank.  “It is critical that you provide this committee with the information necessary to assess the scope, findings and conclusions of your internal reviews,” they said. The Democrats cannot compel Deutsche Bank to hand over the information. The House committee has the power to subpoena the documents, but Republican committee members - who make up the majority of the panel - would have to cooperate. No Republicans have signed the document request. The congressional inquiry is also seeking information about a Russian “mirror trading” scheme that allowed $10 billion to flow out of Russia. In January, Deutsche Bank agreed to pay $630 million in fines for organizing the scheme that could have been used to launder money out of Russia. The trades involved, for example, buying Russian stocks in roubles for a client and selling the identical value of a security for U.S. dollars for a related customer.",politicsNews,"June 5, 2017",1
SUNDAY SCREENING: ‘The Clinton Chronicles’ (1994),"21st Century Wire says Our weekly documentary film, curated by our editorial team at 21WIRE.This film documents a series of early scandals and state corruption surrounding Bill Clinton and Hillary Clinton. The film came under heavy criticism in the US media at the time, with Democratic Party officials and mainstream media labelling it as a  partisan hit piece.  While Clinton proponents and critics of this film maintain that it s part of a  vast right-wing conspiracy, this film produced by Citizens for Honest Government does cover actual events which took place in and around Arkansas during the Clinton s reign as Governor there, and contains numerous facts and revelations regarding those events   including a massive cocaine smuggling operation into Mena, Arkansas under the watch of the Clinton governorship. Watch:https://www.youtube.com/watch?v=35mG57pUy80 . Run time: 1 hr 41 min Director: Patrick Matrisciana Producer: Patrick Matrisciana Released: 1994SEE MORE SUNDAY SCREENINGS HERE  SUPPORT 21WIRE   SUBSCRIBE & BECOME A MEMBER @21WIRE.TV",US_News,"November 6, 2016",0
Romania names new minister to modernize military,"BUCHAREST (Reuters) - Romania s leftist government named a new defense minister in a mini-reshuffle on Tuesday, to handle a multi-billion-dollar plan to modernize its military to NATO standards. The staunch Washington ally has promised to spend 2 percent of its gross domestic product on defense every year for the next nine years, and boost U.S.-backed defenses that have riled Russia. The ruling Social Democrats (PSD) said Economy Minister Mihai Fifor, 47, will replace Adrian Tutuianu who quit last week after his office said it could not pay defense staff wages in full, only to be contradicted hours later by the finance ministry.  This is a key position. Fifor is a responsible person, he has the advantage of being an economy minister and closely working with the defense ministry on military industry,  PSD leader Liviu Dragnea told reporters. Dragnea said the economy portfolio would go to PSD lawmaker Gheorghe Simon.  NATO member Romania hosts a U.S. ballistic missile defense station and has sent thousands of troops to operations in Iraq and Afghanistan. Among the first steps in its military expansion is the purchase of $1.25 billion of mobile artillery rocket systems, with Lockheed Martin as prime contractor, a plan endorsed by the U.S. State Department last month. Russia has said it sees the U.S.-backed missile defense system in Romania and other European countries as a threat and a ploy to neutralize its nuclear arsenal.",worldnews,"September 12, 2017",1
MIKE PENCE BOOED By Bitter Liberals At Broadway Show Hamilton…Lectured To By Lead Actor [Video],"Here s Pence getting booed as he gets to his seats at Hamilton pic.twitter.com/IRQG68x1sB  David K (@dkipke12) November 19, 2016Yes #MikePence was at @HamiltonMusical here s what we had to say pic.twitter.com/YIjt7JZ3gF  G R E G O R Y (@ghaney22) November 19, 2016",left-news,"Nov 19, 2016",0
TRUMP TAKES ACTION: Send “Animal” To GITMO…Already Starting Process To “Get Rid of Senator Chuck Schumer’s “Diversity Lottery” That Gave Us NYC Terrorist [VIDEO],"President Trump isn t sitting around waiting for multiple terror attacks before taking steps to help make America safer. During his brief press conference, Trump confirmed that he is already working to eliminate the State Department s Diversity Visa program that brought the NYC terrorist to America and ironically, was the brainchild of Democrat Senator Chuck Schumer (D-NY). He s also not shy about saying he d be willing to send the NYC terrorist to GITMO. President Donald Trump said Wednesday that he would consider sending Sayfullo Saipov, the Uzbek national who plowed a rented truck through a bike lane full of cyclists and pedestrians on Tuesday, to the U.S. military prison at Guantanamo Bay, Cuba.  I would certainly consider that, yes. I would certainly consider that. Send him to Gitmo,  Trump said.Separately, Senate Armed Services Committee chairman John McCain, a Republican who has tangled with the president on taxes and Obamacare, said Saipov should be considered an  enemy combatant  and denied Miranda rights by police.The president also declared that he is already moving to terminate the State Department s diversity-oriented visa lottery program, which granted Saipov entry into the United States in 2010. I am today starting the process of terminating the diversity lottery program. I m going to ask Congress to immediately initiate or get rid of this program,  he said.Watch:Trump called Saipov  an animal  during remarks before a cabinet meeting at the White House. He came in through the diversity program as you know, and we re going to stop it,  the president vowed.On Capitol Hill, McCain said in a statement that Americans should recognize terror attacks as  acts of war. As such, the New York terror suspect should be held and interrogated   thoroughly, responsibly, and humanely  as an enemy combatant consistent with the Law of Armed Conflict,  McCain added. He should not be read Miranda Rights, as enemy combatants are not entitled to them. As soon as possible, the administration should notify Congress how it plans to proceed with the interrogation and trial of this suspect.   Daily Mail",left-news,"Nov 1, 2017",0
Treasury watchdog finds Mnuchin's private jet trips broke no law,"WASHINGTON (Reuters) - A senior lawyer at the U.S. Treasury Department’s Office of the Inspector General said on Thursday he found “no violation of law” in Treasury Secretary Steven Mnuchin’s use of private jets for seven official trips, but called for better cases to be made in future for such travel by Trump administration officials. But the report by OIG counsel Rich Delmar found the department offered insufficient justification for the use of a government plane and recommended future requests provide more detail. (bit.ly/2fUVFQP) Mnuchin’s use of a plane at taxpayer expense to travel to Kentucky in August with his wife to view the solar eclipse and speak to business leaders prompted an outcry from Democratic party lawmakers and spurred the Treasury’s watchdog agency to examine whether it violated travel or ethics policies.  Cabinet members rarely use government planes or chartered aircraft for domestic travel, but the practice has received significant attention in the wake of Mnuchin’s trip. On Friday, former U.S. Health and Human Services Secretary Tom Price resigned after an outcry over his use of private charter planes for government business at a cost of nearly $52,000.  Mnuchin said on Sunday he did not regret using a government plane for the Kentucky trip, calling it “completely justifiable.” “It was approved by the White House and there were reasons why we needed to use that plane that are completely justifiable,” he said on NBC’s “Meet the Press” program. Mnuchin told NBC that he would only use a private plane for government purposes “if either there was a national security issue or we couldn’t get somewhere.” The Treasury Department has described Mnuchin’s trip in August as official government travel. Mnuchin spoke to business leaders in Louisville and visited Fort Knox, the site of significant U.S. gold reserves. Mnuchin and his wife, Louise Linton, also viewed the Aug. 21 solar eclipse in Kentucky with Senate Majority Leader Mitch McConnell and others.  Public uproar over the trip began to mount after Linton posted a photo of herself deboarding the plane on social media and listed the expensive designer brands she was wearing in the caption.  “I recommend that the OIG advise that future requests be ready to justify government air in greater detail, especially regarding cost comparisons and needs for security and other special factors,” Delmar said in his report.",politicsNews,"October 5, 2017",1
OBAMA SIDEKICK VALERIE JARRETT In Hot Water Over Speaking Fee At Broke Public University,"Remember when Valerie Jarrett signed with a Hollywood talent agency? Well, we think she thinks she s a BIG deal now. How do we know? She charges $30K to speak! Who would pay a penny to hear this commie speak?A college in her hometown would pay this except they re going broke!That s a whopper of a bill for a university in her hometown that s going broke. There was an outcry when is was discovered that she would speak and charge $30K. Someone came forward to donate the fee but wouldn t it have been a great move on her part to donate the money to the failing university?Valerie Jarrett found herself in hot water in her adopted hometown for agreeing to take a $30,000 speaking fee from a public university that s going broke, a new report said Tuesday.President Obama s longtime adviser and confidante eventually waived the fee for delivering a commencement address at Northeastern Illinois University in Chicago after an outcry over the hefty payment, Politico reported.The university shut down over spring break and also announced unpaid furlough days for staffers, the most recent in a string of measures taken to fight financial woes caused by a lengthy partisan state budget debate.The Chicago Sun-Times first reported the details in Jarrett s contract, and that a private donor agreed to pay her fee once university leaders raised objections. While keenly aware of the financial challenges in Illinois, we were not aware of the specific issues facing Northeastern Illinois University or that a donor would be paying for the speaking fee,  Amy Brundage, a Jarrett spokeswoman, told Politico. Jarrett notified [University] President [Richard] Helldobler this morning that she will not be accepting a speaking fee for the commencement address. Jarrett looks forward to addressing the graduates and other members of the NEIU community next month. NEIU board members were not amused about the deal paying so much for a speaker at a time the school is cutting programs and struggling to survive.Read more: NYP",left-news,"Apr 11, 2017",0
Is The Washington Post Waging a ‘Media War’ on President Trump?,"21st Century Wire says The leftist media machine and the Washington Post are going after President Trump again. Are Josh Rogin and the The Post waging a media war against President Trump?Trump said last Wednesday that he,  will absolutely do safe zones in Syria  for refugees fleeing violence. A statement certainly indicating that he supports humanitarian efforts to set up refugee camps for displaced Syrians. Amid concerns that this might mean an increased US/NATO military presence in the zone the The Post and mainstream media has taken the opportunity to take the comment and paint it as a military escalation before any details of said plan have been released. One must wonder, where was The Post s warning of escalation of violence and criticism of the Obama administration when the so-called  Rebel Fighters  where being funded, armed and trained by the Pentagon, CIA and US State Department? Lindsay Graham and John McCain pushed these policies very openly and were only criticized by independent journalists.In another example of The Post going after Trump with a broad smattering of deception, Josh Rogin released an article and report titled:  The State Department s entire senior administrative team just resigned  this week. That headline went viral among consumers of leftist media outlets and has made its way into the apparent media war against Trump talking points of the week.Conversely, Allegra Kirkland of Reuters reported, at the same time, that the  Entire State Department Management Team Fired By Trump Admin. How do we reconcile these polar opposite narrative reports from the right and left sides of mainstream media?Is that an accurate headline by Rogin? Did the  entire senior administrative team resign? Is Kirkland s headline accurate? Did Trump fire the entire State Department management team?The short answer to these questions appears to be, no.At most, eight employees left the State Department. Furthermore, it appears to be an outright falsehood to claim that any of them left in protest of a Trump presidency or that there is a mass exodus of crucial members of the State Department. It also seems that it is yet another falsehood to claim that they were fired by Trump s administration.Do these claims show an intentional misleading of the readers by both the right and leftist media giants, a gross misunderstanding of the transition process at the State Department or both?The Ron Paul Institute re-posted an analysis on this situation from WeMeantWell.com that is brings more facts to light. Compare what you read below with Josh Rogin s talking points for an interesting view into how the mainstream leftist media is spinning stories about the Trump administration.The Ron Paul Institute & WeMeantWell.com bring some perspective to the topic below: Ron Paul InstituteYesterday at the State Department five officials resigned or retired. Another one today.The media has gone near-insane, claiming State is crumbling in protest under the Trump administration. This is not true. What happened at State is very routine.Leaving the Department are head of the Management Bureau Pat Kennedy (above), Assistant Secretary of State for Administration Joyce Anne Barr, Assistant Secretary of State for Consular Affairs Michele Bond, Ambassador Gentry O. Smith, director of the Office of Foreign Missions, arms control official Tom Countryman, and Victoria Nuland.Here s the story:  No one at the State Dept resigned in protest.  No one was formally fired.  Six people were transferred from or retired from political appointee positions. Technically those who did not retire can be considered to have  resigned,  but that is a routine HR/personnel term used, not some political statement. The six are career Foreign Service career personnel (FSOs) They previously left their FSO job to be appointed into political jobs and now have resigned those (or retired out of the State Department) to return to career FSO jobs. A circle. They are required to submit a letter of resignation as a matter of routine when a new president takes office.  As for perspective: only one Under Secretary of State (Alan Larson) stayed through the transition from Bill Clinton to George W. Bush. It is routine for senior officials to leave or be reassigned.  Several of the six are connected to the Clinton emails and/or Clinton s handling of Benghazi. One of these people, Pat Kennedy, played a significant role in both, as well as many other controversial issues during Clinton s term. Sources tell me that although officially Kennedy  retired,  he was more or less required to do so by the Trump administration.  I have no information on the others, whether they were asked to retire, or just part of a reshuffling of positions and will routinely be reassigned. Most likely the latter, as such reshuffling is very common as administrations change. As everywhere in the government, the new administration fills its own political appointee slots.  Some of the six will hit mandatory retirement age on January 31 anyway.  Reports that these people represent  senior management  at State confuse terms. Because of the odd way State is organized, four of the six work in the Management Bureau, M in State talk. Kennedy was the head of the Bureau. The four play varying roles and collectively are not the senior management of the State Department. Two work in other parts of the Department (Countryman and Nuland) and are more directly tied to policies likely to change under the new administration.  All six persons come from offices with a deep bench. It is highly unlikely that any of the work of the State Department will be impeded by any of these changes. Every office has a second, third, fourth, etc., person in charge who will step up pending formal replacements to be nominated and confirmed. This is all part of the standard transition process.  As an example, I worked in the Bureau of Consular Affairs for most of my 24 years at State, including working with/for Michele Bond, one of the resignees. I personally know the people in the next rank below her, and all have equal experience and tenure as Bond. There will be no gap in experience or knowledge as some press reports have fretted. There will be no void. A slightly more dire, but responsible take, here.  There will very likely be more, similar,  resignations  and reshuffling at State. New political appointees will bring in their own staff, for example. But unless and until an employee holds a press conference to announce s/he is resigning out of protest, the media should take care to calm down, verify facts, and report accurately.  The Washington Post stated these changes were part of an  ongoing mass exodus of senior Foreign Service officers who don t want to stick around for the Trump era.  I am not aware of any other noteworthy departures (two lesser officials left earlier this month in circumstances not clearly connected to Trump) and as stated above, the six did not resign in protest. Regardless, eight people in any context do not constitute a mass exodus.  The Post article is, in my opinion, grossly alarming. It reflects a reporter apparently unfamiliar with transitions Continue this report at The Ron Paul InstituteREAD MORE TRUMP NEWS AT: 21st Century Wire Trump FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",US_News,"January 28, 2017",0
Stormfront Founder’s Son Sounds Alarm About Trump And Nazis: ‘He Salvaged Their Message’,"White supremacists have been emboldened by Donald Trump from the moment he came down the escalator in Trump Tower and announced his bid for the White House by branding all immigrants of Mexican descent rapists and criminals. That travesty of a campaign continued in that vein, as has this sorry excuse of a  presidency.  Trump knows that these people think they have a friend in him (and they do, honestly), so he refuses to disavow them.The latest debacle in that direction is, of course, Trump s disgraceful equivocation between neo-Nazis and their counter protesters during the violent white nationalist gathering in Charlottesville, Virginia. Of course, that gathering claimed the life of Heather Heyer, a brave activist standing up against hate.After Trump s remarks, former Ku Klux Klan Grand Wizard David Duke was alight with praise. It turns out there s a reason for that, and it is much more sinister than those of us who are not within the white power movement to really comprehend. There is one person who does, though: Derek Black, a former white nationalist and the son of Don Black, the founder of the infamous neo-Nazi website Stormfront.The younger Black warns that Trump s heightened flirtation with Nazis and his legitimizing of their message via equivocation with counter protesters is really making things much worse. At first, the white nationalists  message wasn t getting out due to the news being focused on all of the violence. According to Black, though, that all changed with Trump. Speaking to New York Times writer Michael Barbaro, Black said of Trump s response to Charlottesville: He salvaged their message. The message that they were trying to get out was that tearing down Robert E Lee s statue is an assault on white culture, so if you think that tearing down REL s statue is the wrong choice then these are your guys. But then amidst all the violence and the chaos, I think that got lost   you re not going to follow those people even if you believe that. But then in [Trump s] message, saying these are good people because they re fighting for something that a lot of people believe in, he salvaged the message that they wanted to spread, which is that if you believe this too and maybe you re on the edge about whether this is a fringe movement or not, Donald Trump thinks we re fine. And that is just yet. It is why they are wearing khakis and polos now instead of hoods. It is why they are re-branding themselves the so-called  alt-right.  It is why they are even telling people who come to their rallies to look  sexy    so that they can disassociate from uneducated, mouthbreathing rednecks who everyone mocks and no one takes seriously. They want to make sure this is someone who could be your cookie cutter suburban family, just living next door, and you d be none the wiser. That s why it is so important to keep this a fringe group in the minds of everyone, regardless of whether their politics are left-wing or right-wing. Black further explains: It s just impossible to say what will happen in the future. Maybe nothing. But the point of that rally was to try to recruit people, to try to grow. And if you were on the fence about whether you should get involved in that stuff or not, the president s OK is the biggest thing that s ever happened. That s why what Trump is doing here is so dangerous. It s why we all need to MAKE SURE that white supremacy, no matter how it is dressed up, is NEVER normalized. Ever. That will be the job of all of us, because clearly, that messaging will never come from the White House.Thank you, Derek Black, for denouncing your family s hateful beliefs, and speaking out in a unique way to counter this kind of hate.Featured image via Twitter",News,"August 22, 2017",0
